id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
330;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Bryant Kastner;masculino;credito
331;Lajeado;Juliano Faccioni;Tenis NB;Guy Buck;masculino;credito
332;Canoas;Luis Fernando;Tenis Adidas;Thomas Neville;masculino;credito
333;Lajeado;Juliano Faccioni;Tenis Nike;Joe Rodriguez;masculino;boleto
334;Canoas;Carlos Henrique;Tenis Adidas;Helen Schwab;feminino;pix
335;São Paulo;Cassia Moraes;Tenis NB;James Bevens;masculino;credito
336;Canoas;Luis Fernando;Tenis NB;Joyce Bryant;feminino;credito
337;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Timothy Lewis;masculino;credito
338;Florianópolis;Claudia dos Santos;Tenis Nike;Alberta Phillips;feminino;pix
339;São Paulo;Cassia Moraes;Tenis Nike;Nina Ott;feminino;boleto
340;Lajeado;Adriano Soares;Tenis Fila;Jo Gallimore;feminino;credito
341;Lajeado;Juliano Faccioni;Tenis Nike;Ronald Belt;masculino;boleto
342;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Dawn Mabry;feminino;pix
343;Florianópolis;Claudia dos Santos;Tenis NB;Jessie Fehr;masculino;credito
344;Canoas;Carlos Henrique;Tenis Nike;Susan Woodland;feminino;pix
345;Florianópolis;Claudia dos Santos;Tenis Nike;Nettie Parks;feminino;credito
346;Porto Alegre;Luiza Cherobini;Tenis Fila;James Perez;masculino;boleto
347;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Margaret Bejarano;feminino;credito
348;São Paulo;Claudio Bueno;Tenis Nike;Gerard Young;masculino;credito
349;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;David Coren;masculino;credito
350;Florianópolis;Mario Sérgio;Tenis Adidas;James Myers;masculino;credito
351;Porto Alegre;Luiza Cherobini;Tenis Nike;Rodolfo Walton;masculino;credito
352;Lajeado;Adriano Soares;Tenis NB;Anna Martinez;feminino;credito
353;Florianópolis;Claudia dos Santos;Tenis Nike;Thomas Mcdonnell;masculino;credito
354;Caxias do Sul;Mateus Kienzle;Tenis Fila;Joyce Krein;feminino;credito
355;Canoas;Carlos Henrique;Tenis NB;Stephen Scott;masculino;credito
356;Lajeado;Adriano Soares;Tenis Adidas;Richard Price;masculino;pix
357;Florianópolis;Claudia dos Santos;Tenis Nike;Leonard Meadows;masculino;credito
358;Florianópolis;Mario Sérgio;Tenis Fila;Sharon Green;feminino;credito
359;Lajeado;Adriano Soares;Tenis Fila;Theodore Paquet;masculino;boleto
360;Florianópolis;Claudia dos Santos;Tenis Nike;Perry Peachey;masculino;credito
361;Florianópolis;Mario Sérgio;Tenis NB;Lauren Church;feminino;credito
362;São Paulo;Cassia Moraes;Tenis NB;Jeffrey Hurtado;masculino;boleto
363;Florianópolis;Claudia dos Santos;Tenis Fila;Valentina Kelley;feminino;pix
364;São Paulo;Claudio Bueno;Tenis NB;Velma Brown;feminino;credito
365;São Paulo;Claudio Bueno;Tenis Nike;Steven Coltrain;masculino;credito
366;Canoas;Luis Fernando;Tenis Fila;Julie Rehm;feminino;boleto
367;São Paulo;Cassia Moraes;Tenis Nike;Clifford Greene;masculino;credito
368;Florianópolis;Claudia dos Santos;Tenis Fila;Dale Frost;masculino;credito
369;Canoas;Carlos Henrique;Tenis Adidas;Richard Hinson;masculino;credito
370;São Paulo;Claudio Bueno;Tenis NB;Elena Caldwell;feminino;credito
371;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Janelle Squire;feminino;credito
372;São Paulo;Claudio Bueno;Tenis Adidas;Jay Webb;masculino;boleto
373;Porto Alegre;Luiza Cherobini;Tenis Fila;Alesha Neal;feminino;pix
374;Caxias do Sul;Mateus Kienzle;Tenis Nike;Jennifer Obrien;feminino;credito
375;São Paulo;Cassia Moraes;Tenis Fila;Lisa Menzies;feminino;credito
376;Porto Alegre;Rodrigo Tadewald;Tenis NB;Teri Pitpitan;feminino;pix
377;Florianópolis;Mario Sérgio;Tenis Fila;Kenneth Esperanza;masculino;credito
378;Caxias do Sul;Mateus Kienzle;Tenis Fila;Linda Vance;feminino;credito
379;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;John Butt;masculino;credito
380;São Paulo;Claudio Bueno;Tenis NB;Karen Beale;feminino;credito
381;Florianópolis;Claudia dos Santos;Tenis NB;Joseph Flinn;masculino;credito
382;Lajeado;Adriano Soares;Tenis NB;Lisa Frame;feminino;credito
383;Florianópolis;Mario Sérgio;Tenis NB;Frank Rainey;masculino;credito
384;São Paulo;Cassia Moraes;Tenis Fila;Melvin Almodovar;masculino;credito
385;Lajeado;Juliano Faccioni;Tenis NB;Jack Perrine;masculino;credito
386;Canoas;Carlos Henrique;Tenis Adidas;Lester Lankford;masculino;pix
387;Porto Alegre;Rodrigo Tadewald;Tenis NB;Sue Varner;feminino;boleto
388;Lajeado;Adriano Soares;Tenis Adidas;Kenneth Ward;masculino;credito
389;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Sherry Miner;feminino;credito
390;São Paulo;Cassia Moraes;Tenis NB;Michael Sheffield;masculino;credito
391;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Phil Exum;masculino;credito
392;Lajeado;Juliano Faccioni;Tenis NB;Phillip Wasson;masculino;credito
393;Caxias do Sul;Mateus Kienzle;Tenis Fila;Rosalinda Calvillo;feminino;credito
394;São Paulo;Claudio Bueno;Tenis Adidas;James Powers;masculino;credito
395;São Paulo;Cassia Moraes;Tenis Nike;Odelia Blackwood;feminino;credito
396;Florianópolis;Claudia dos Santos;Tenis Adidas;Young Barrett;masculino;credito
397;Canoas;Luis Fernando;Tenis Nike;Michael Young;masculino;credito
398;Caxias do Sul;Mateus Kienzle;Tenis Fila;Sandra Patel;feminino;credito
399;Canoas;Luis Fernando;Tenis Fila;Mildred Budd;feminino;credito
400;Canoas;Carlos Henrique;Tenis Adidas;Clarence Jones;masculino;credito
401;Florianópolis;Mario Sérgio;Tenis Nike;Betty Ashton;feminino;credito
402;Florianópolis;Mario Sérgio;Tenis NB;William Beatty;masculino;credito
403;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Jacquetta Younger;feminino;credito
404;Florianópolis;Claudia dos Santos;Tenis Adidas;Barbara Bean;feminino;credito
405;Florianópolis;Mario Sérgio;Tenis NB;Terry Mackinnon;masculino;credito
406;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Michael Garrison;masculino;credito
407;Porto Alegre;Luiza Cherobini;Tenis NB;Alison Brown;feminino;credito
408;Porto Alegre;Luiza Cherobini;Tenis NB;James Vasquez;masculino;credito
409;Florianópolis;Claudia dos Santos;Tenis Fila;Monica Dory;feminino;credito
410;Lajeado;Juliano Faccioni;Tenis Nike;John Mitchell;masculino;credito
411;Florianópolis;Claudia dos Santos;Tenis Nike;Jacque Mulvey;feminino;credito
412;Caxias do Sul;Mateus Kienzle;Tenis Fila;Michael Harris;masculino;credito
413;São Paulo;Cassia Moraes;Tenis NB;Tracy Shanks;feminino;credito
414;São Paulo;Cassia Moraes;Tenis Nike;Jason Thomas;masculino;boleto
415;São Paulo;Cassia Moraes;Tenis NB;Jane Stout;feminino;pix
416;São Paulo;Claudio Bueno;Tenis Nike;Jane Barker;feminino;credito
417;Lajeado;Adriano Soares;Tenis NB;Martha Stepnowski;feminino;credito
418;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Barbara Staats;feminino;credito
419;Lajeado;Adriano Soares;Tenis Fila;Helen Hinson;feminino;credito
420;Florianópolis;Claudia dos Santos;Tenis Fila;Ronald Cook;masculino;credito
421;Florianópolis;Claudia dos Santos;Tenis Nike;Michelle Amari;feminino;credito
422;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Hope King;feminino;credito
423;Florianópolis;Claudia dos Santos;Tenis NB;Natalie Young;feminino;credito
424;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Maria Collins;feminino;credito
425;Porto Alegre;Rodrigo Tadewald;Tenis NB;Lynda Sanchez;feminino;credito
426;Lajeado;Juliano Faccioni;Tenis Fila;Lori Waller;feminino;credito
427;Florianópolis;Mario Sérgio;Tenis Nike;Earline Guitterez;feminino;credito
428;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Clifton Pak;masculino;credito
429;Lajeado;Adriano Soares;Tenis Fila;Leonard Greenberg;masculino;credito
430;Canoas;Luis Fernando;Tenis NB;Olga Campbell;feminino;credito
431;São Paulo;Claudio Bueno;Tenis Fila;Stefany Lau;feminino;credito
432;Porto Alegre;Luiza Cherobini;Tenis Nike;Mark Deal;masculino;credito
433;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Lonnie Herbert;masculino;boleto
434;Florianópolis;Claudia dos Santos;Tenis Adidas;James Matthews;masculino;credito
435;Lajeado;Adriano Soares;Tenis Fila;Patrick Smith;masculino;credito
436;Lajeado;Adriano Soares;Tenis Nike;Alice Westrom;feminino;boleto
437;Porto Alegre;Luiza Cherobini;Tenis NB;Francis Cart;masculino;credito
438;São Paulo;Claudio Bueno;Tenis Adidas;Katherine Emerson;feminino;credito
439;Caxias do Sul;Mateus Kienzle;Tenis NB;Monica Hernandez;feminino;credito
440;Porto Alegre;Luiza Cherobini;Tenis Fila;Crystal Scheffler;feminino;boleto
441;Canoas;Carlos Henrique;Tenis Fila;Victor Griffie;masculino;credito
442;São Paulo;Cassia Moraes;Tenis Fila;Nicole Zechman;feminino;credito
443;Porto Alegre;Luiza Cherobini;Tenis Nike;Orpha Watkins;feminino;credito
444;Caxias do Sul;Mateus Kienzle;Tenis Fila;Adriana Nygaard;feminino;pix
445;Lajeado;Juliano Faccioni;Tenis Fila;Charles Hurst;masculino;pix
446;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Diane Weatherly;feminino;credito
447;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Elizabeth Adams;feminino;credito
448;Florianópolis;Mario Sérgio;Tenis Nike;Greg Rogers;masculino;credito
449;Florianópolis;Claudia dos Santos;Tenis Fila;Carolyn Ochoa;feminino;credito
450;Florianópolis;Claudia dos Santos;Tenis Adidas;Kenneth Taylor;masculino;credito
451;Porto Alegre;Luiza Cherobini;Tenis Nike;Leonard Meyer;masculino;credito
452;Canoas;Luis Fernando;Tenis Nike;Terence Schroer;masculino;pix
453;Caxias do Sul;Mateus Kienzle;Tenis Nike;Robert Corsi;masculino;credito
454;Florianópolis;Mario Sérgio;Tenis NB;Geraldine Edwards;feminino;credito
455;São Paulo;Claudio Bueno;Tenis Fila;Joseph Bohringer;masculino;credito
456;Porto Alegre;Luiza Cherobini;Tenis Nike;Michelle Howard;feminino;credito
457;Lajeado;Adriano Soares;Tenis Fila;William Everett;masculino;pix
458;Lajeado;Adriano Soares;Tenis Nike;Annie Beatty;feminino;credito
459;Caxias do Sul;Mateus Kienzle;Tenis Nike;Debra Stewart;feminino;credito
460;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Donald Welch;masculino;credito
461;Lajeado;Juliano Faccioni;Tenis Fila;Frederick Davis;masculino;credito
462;Porto Alegre;Luiza Cherobini;Tenis Nike;Roxanne Fenner;feminino;credito
463;Florianópolis;Mario Sérgio;Tenis Adidas;Larry Bruce;masculino;credito
464;São Paulo;Cassia Moraes;Tenis Adidas;Deborah Broyles;feminino;credito
465;São Paulo;Cassia Moraes;Tenis NB;Judith Taylor;feminino;credito
466;Florianópolis;Mario Sérgio;Tenis NB;Conception Hernandez;feminino;credito
467;Lajeado;Juliano Faccioni;Tenis Adidas;Norman Martin;masculino;credito
468;São Paulo;Cassia Moraes;Tenis Adidas;Carol Holt;feminino;credito
469;São Paulo;Claudio Bueno;Tenis Nike;Martha Rodriguez;feminino;credito
470;Canoas;Carlos Henrique;Tenis Adidas;Jonathan Clark;masculino;credito
471;Lajeado;Juliano Faccioni;Tenis Fila;Douglas Leavins;masculino;credito
472;Florianópolis;Claudia dos Santos;Tenis Adidas;Robert Vincent;masculino;credito
473;São Paulo;Claudio Bueno;Tenis Nike;Pam Dotson;feminino;credito
474;Lajeado;Juliano Faccioni;Tenis Fila;Pedro Genung;masculino;credito
475;Lajeado;Juliano Faccioni;Tenis Nike;Ryan Thomas;masculino;credito
476;Canoas;Luis Fernando;Tenis NB;Thomas Shepard;masculino;boleto
477;Lajeado;Juliano Faccioni;Tenis Nike;Janette Tatum;feminino;credito
478;Florianópolis;Claudia dos Santos;Tenis NB;Amos Hopper;masculino;credito
479;Porto Alegre;Rodrigo Tadewald;Tenis Fila;James Levy;masculino;credito
480;Lajeado;Adriano Soares;Tenis Nike;Christopher Barlow;masculino;credito
481;Canoas;Luis Fernando;Tenis Adidas;Magda Bustamante;feminino;boleto
482;Florianópolis;Mario Sérgio;Tenis Fila;Gina Lucas;feminino;credito
483;São Paulo;Cassia Moraes;Tenis Nike;Henry Whitaker;masculino;credito
484;Canoas;Luis Fernando;Tenis Adidas;Mildred Page;feminino;boleto
485;Lajeado;Adriano Soares;Tenis NB;Trey Doty;masculino;credito
486;São Paulo;Cassia Moraes;Tenis Adidas;Tracy Garvin;feminino;boleto
487;Florianópolis;Claudia dos Santos;Tenis Nike;Carol Venable;feminino;credito
488;Lajeado;Adriano Soares;Tenis Nike;Rosanna Farmer;feminino;credito
489;Lajeado;Juliano Faccioni;Tenis Adidas;Arnold Chu;masculino;credito
490;Florianópolis;Mario Sérgio;Tenis Adidas;Joan Furlong;masculino;pix
491;Canoas;Luis Fernando;Tenis Fila;Lori Rodriquez;feminino;credito
492;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Billye Hansen;feminino;credito
493;Canoas;Luis Fernando;Tenis Fila;Jeffery Otey;masculino;pix
494;São Paulo;Claudio Bueno;Tenis NB;William Shaw;masculino;credito
495;São Paulo;Claudio Bueno;Tenis Fila;Miguel Griffin;masculino;credito
496;São Paulo;Cassia Moraes;Tenis Adidas;Coy Maddox;masculino;credito
497;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Charles Hayes;masculino;credito
498;Canoas;Luis Fernando;Tenis Adidas;Robert Francis;masculino;credito
499;São Paulo;Claudio Bueno;Tenis Adidas;Frank Becerra;masculino;credito
500;São Paulo;Cassia Moraes;Tenis Nike;Andre Scott;masculino;pix
501;Porto Alegre;Rodrigo Tadewald;Tenis NB;Elba Holden;feminino;credito
502;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Marcela Custodio;feminino;credito
503;Canoas;Carlos Henrique;Tenis Adidas;Gloria Crossman;feminino;credito
504;Canoas;Luis Fernando;Tenis Adidas;Granville Postma;masculino;credito
505;Canoas;Luis Fernando;Tenis Adidas;Brandon Blanco;masculino;credito
506;Lajeado;Adriano Soares;Tenis Adidas;Jay Mondor;masculino;credito
507;Lajeado;Adriano Soares;Tenis Fila;Kristin Garneau;feminino;credito
508;Lajeado;Juliano Faccioni;Tenis Fila;Rowena Dawkins;feminino;credito
509;Lajeado;Adriano Soares;Tenis Adidas;Carolyn Carpenter;feminino;credito
510;Porto Alegre;Luiza Cherobini;Tenis NB;Gregory Johnson;masculino;credito
511;Canoas;Luis Fernando;Tenis Fila;Derek Lybbert;masculino;credito
512;Porto Alegre;Luiza Cherobini;Tenis Adidas;Christopher Mead;masculino;credito
513;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Thomas Troyer;masculino;credito
514;Lajeado;Adriano Soares;Tenis Fila;Tyler Kuzma;masculino;credito
515;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Jesse Overman;masculino;credito
516;Porto Alegre;Luiza Cherobini;Tenis Adidas;William Brann;masculino;credito
517;Canoas;Carlos Henrique;Tenis Adidas;Jean Neeley;feminino;credito
518;Lajeado;Juliano Faccioni;Tenis Adidas;William Sandoval;masculino;credito
519;Florianópolis;Claudia dos Santos;Tenis Fila;Jackie Mcneese;feminino;boleto
520;São Paulo;Claudio Bueno;Tenis Adidas;Norman Lemons;masculino;credito
521;Lajeado;Juliano Faccioni;Tenis NB;Rebecca Simon;feminino;credito
522;Porto Alegre;Luiza Cherobini;Tenis NB;David Brown;masculino;credito
523;Florianópolis;Mario Sérgio;Tenis Fila;Margurite Dickinson;feminino;credito
524;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Ann Johnson;feminino;credito
525;Canoas;Carlos Henrique;Tenis Nike;Jesse Hittle;masculino;pix
526;Canoas;Carlos Henrique;Tenis Nike;Tamika Wozny;feminino;credito
527;Canoas;Carlos Henrique;Tenis NB;Joseph Loggins;masculino;credito
528;Florianópolis;Claudia dos Santos;Tenis NB;David Nieto;masculino;boleto
529;São Paulo;Cassia Moraes;Tenis Fila;Frank Teague;masculino;credito
530;Florianópolis;Mario Sérgio;Tenis NB;Natalie Johnson;feminino;credito
531;Florianópolis;Claudia dos Santos;Tenis Fila;Michael Shindorf;masculino;credito
532;São Paulo;Cassia Moraes;Tenis Nike;James Hailey;masculino;boleto
533;Florianópolis;Mario Sérgio;Tenis Nike;Debora Sharpe;feminino;credito
534;São Paulo;Claudio Bueno;Tenis Fila;Sandra Browne;feminino;credito
535;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Samuel Frazier;masculino;pix
536;Canoas;Carlos Henrique;Tenis Nike;Kevin Boyd;masculino;credito
537;São Paulo;Claudio Bueno;Tenis Fila;Diamond Hooten;feminino;credito
538;Canoas;Luis Fernando;Tenis Nike;Damon Monteiro;masculino;credito
539;Canoas;Carlos Henrique;Tenis Fila;Clara Burden;feminino;boleto
540;São Paulo;Cassia Moraes;Tenis NB;Antonio Williams;masculino;pix
541;Canoas;Carlos Henrique;Tenis Nike;Danielle Cleveland;feminino;credito
542;Porto Alegre;Rodrigo Tadewald;Tenis NB;Richard Mason;masculino;credito
543;Lajeado;Adriano Soares;Tenis Nike;Andrea Colombo;feminino;credito
544;Lajeado;Adriano Soares;Tenis NB;Diane Bubier;feminino;pix
545;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Victoria Burnett;feminino;credito
546;Lajeado;Adriano Soares;Tenis Nike;Imelda Mathews;feminino;credito
547;Florianópolis;Claudia dos Santos;Tenis NB;Robert Todaro;masculino;credito
548;Florianópolis;Claudia dos Santos;Tenis Nike;Patsy Montminy;feminino;credito
549;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Inez Byfield;feminino;credito
550;São Paulo;Cassia Moraes;Tenis NB;Orlando Bennett;masculino;credito
551;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Holly Kelly;feminino;pix
552;São Paulo;Cassia Moraes;Tenis Adidas;Susan Castle;feminino;credito
553;Florianópolis;Mario Sérgio;Tenis Nike;John Bumgarner;masculino;credito
554;São Paulo;Claudio Bueno;Tenis Adidas;Ronnie Dittrick;masculino;pix
555;Caxias do Sul;Mateus Kienzle;Tenis Nike;Kathryn Calhoun;feminino;credito
556;Lajeado;Juliano Faccioni;Tenis NB;Jeanne Ferguson;feminino;boleto
557;Porto Alegre;Luiza Cherobini;Tenis Nike;Zenaida Brennan;feminino;credito
558;Canoas;Carlos Henrique;Tenis Fila;Daniel Brown;masculino;credito
559;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Kathleen Gosz;feminino;credito
560;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Edith Godfrey;feminino;pix
561;Canoas;Luis Fernando;Tenis Fila;Marla Jaramillo;feminino;boleto
562;Florianópolis;Mario Sérgio;Tenis NB;Anthony Robles;masculino;credito
563;Canoas;Luis Fernando;Tenis Fila;Linda Mauney;feminino;credito
564;Florianópolis;Claudia dos Santos;Tenis Fila;Arthur Ambrose;masculino;credito
565;Canoas;Luis Fernando;Tenis Nike;Anne Taylor;feminino;credito
566;Florianópolis;Mario Sérgio;Tenis Fila;Mattie Richardson;feminino;credito
567;Lajeado;Juliano Faccioni;Tenis Nike;Eloisa Nolan;feminino;credito
568;Florianópolis;Claudia dos Santos;Tenis NB;Christy Porter;feminino;credito
569;Porto Alegre;Luiza Cherobini;Tenis Fila;Ronald Craft;masculino;credito
570;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Amy Littrell;feminino;credito
571;Canoas;Luis Fernando;Tenis Fila;Jeannette Mayweather;feminino;credito
572;São Paulo;Claudio Bueno;Tenis Adidas;Allen Ellis;masculino;credito
573;Lajeado;Juliano Faccioni;Tenis NB;Camille Kelly;feminino;credito
574;Porto Alegre;Luiza Cherobini;Tenis Nike;Kendra Belcher;feminino;credito
575;Lajeado;Adriano Soares;Tenis Nike;Billy Allen;masculino;credito
576;Lajeado;Juliano Faccioni;Tenis Fila;Ivan Carter;masculino;credito
577;Florianópolis;Claudia dos Santos;Tenis Adidas;Robert Council;masculino;credito
578;Canoas;Luis Fernando;Tenis Nike;Carol Mandolini;feminino;credito
579;Canoas;Luis Fernando;Tenis NB;Sylvia Carrillo;feminino;boleto
580;Porto Alegre;Luiza Cherobini;Tenis NB;Graham Brown;masculino;credito
581;Caxias do Sul;Mateus Kienzle;Tenis NB;Archie Swatzell;masculino;boleto
582;Caxias do Sul;Mateus Kienzle;Tenis NB;Albert Adams;masculino;credito
583;Florianópolis;Mario Sérgio;Tenis Nike;Kathleen Boyer;feminino;boleto
584;Porto Alegre;Rodrigo Tadewald;Tenis NB;Preston William;masculino;boleto
585;Canoas;Carlos Henrique;Tenis Fila;Heather Hernandez;feminino;credito
586;Florianópolis;Mario Sérgio;Tenis Fila;Russell Gerber;masculino;boleto
587;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jim Anderson;masculino;credito
588;Florianópolis;Claudia dos Santos;Tenis Adidas;Thomas Smith;masculino;credito
589;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;John Anderson;masculino;credito
590;São Paulo;Claudio Bueno;Tenis NB;Tracy Fry;feminino;credito
591;Canoas;Luis Fernando;Tenis Nike;Robert Camara;masculino;credito
592;Porto Alegre;Luiza Cherobini;Tenis NB;Evelyn Hall;feminino;pix
593;Lajeado;Juliano Faccioni;Tenis Nike;Melanie Barnes;feminino;credito
594;Lajeado;Juliano Faccioni;Tenis Fila;David Dohrman;masculino;credito
595;Porto Alegre;Luiza Cherobini;Tenis NB;Juan Summers;masculino;credito
596;Caxias do Sul;Mateus Kienzle;Tenis Nike;Sheldon Lam;masculino;credito
597;São Paulo;Cassia Moraes;Tenis NB;Stanley Childers;masculino;credito
598;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Latisha Buntin;feminino;credito
599;São Paulo;Cassia Moraes;Tenis NB;Jose Blood;masculino;boleto
600;São Paulo;Cassia Moraes;Tenis Adidas;Colleen Nickens;feminino;credito
601;Florianópolis;Claudia dos Santos;Tenis Nike;Michael Smith;masculino;credito
602;Canoas;Carlos Henrique;Tenis NB;Patricia Bogue;feminino;credito
603;Caxias do Sul;Mateus Kienzle;Tenis Fila;Michael Christopherso;masculino;boleto
604;Florianópolis;Mario Sérgio;Tenis NB;Gabriela Gutierrez;feminino;credito
605;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;William Robertson;masculino;credito
606;Florianópolis;Mario Sérgio;Tenis Nike;Clare Obrien;feminino;credito
607;Lajeado;Juliano Faccioni;Tenis Adidas;Lisa Archer;feminino;credito
608;Lajeado;Juliano Faccioni;Tenis Nike;Nancy Hunte;feminino;credito
609;Florianópolis;Mario Sérgio;Tenis Fila;William Mccourt;masculino;credito
610;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Nathan Teano;masculino;credito
611;São Paulo;Cassia Moraes;Tenis Fila;Bernardina Hall;feminino;credito
612;Canoas;Luis Fernando;Tenis Fila;Johnnie Thielman;masculino;credito
613;Porto Alegre;Rodrigo Tadewald;Tenis NB;Charles Knaff;masculino;credito
614;Caxias do Sul;Mateus Kienzle;Tenis Nike;Marcella Thom;feminino;credito
615;Lajeado;Adriano Soares;Tenis Adidas;Amy Reeves;feminino;credito
616;São Paulo;Claudio Bueno;Tenis Nike;Cheryl Cook;feminino;boleto
617;São Paulo;Claudio Bueno;Tenis Adidas;James Hall;masculino;credito
618;Caxias do Sul;Mateus Kienzle;Tenis Nike;Billy Mobley;masculino;credito
619;Lajeado;Juliano Faccioni;Tenis Fila;Maureen Adkins;feminino;credito
620;Lajeado;Juliano Faccioni;Tenis Nike;Juan Dickinson;masculino;credito
621;Florianópolis;Mario Sérgio;Tenis Nike;Cathy Lovecchio;feminino;credito
622;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Gary Bouchard;masculino;credito
623;Porto Alegre;Luiza Cherobini;Tenis NB;Cheryl Erwin;feminino;credito
624;Lajeado;Juliano Faccioni;Tenis NB;Eric Verrill;masculino;pix
625;Canoas;Carlos Henrique;Tenis NB;Jay Cannon;masculino;credito
626;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Tomasa Rice;feminino;credito
627;Canoas;Luis Fernando;Tenis NB;William Pena;masculino;credito
628;Florianópolis;Claudia dos Santos;Tenis NB;Derek Hopkins;masculino;credito
629;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Christopher Mcgriff;masculino;credito
630;Florianópolis;Claudia dos Santos;Tenis NB;Jamie Dagostino;feminino;credito
631;Florianópolis;Mario Sérgio;Tenis NB;Ada Asmussen;feminino;pix
632;Florianópolis;Claudia dos Santos;Tenis NB;Carolyn Daniels;feminino;credito
633;Canoas;Carlos Henrique;Tenis Nike;David Ornelas;masculino;credito
634;Florianópolis;Claudia dos Santos;Tenis Nike;Donna Lamb;feminino;credito
635;Caxias do Sul;Mateus Kienzle;Tenis NB;David Baker;masculino;credito
636;São Paulo;Cassia Moraes;Tenis Adidas;Ronald Gregory;masculino;pix
637;Canoas;Carlos Henrique;Tenis Fila;Ronnie Corbisiero;masculino;credito
638;Florianópolis;Claudia dos Santos;Tenis Adidas;Harry Kirkland;masculino;boleto
639;São Paulo;Claudio Bueno;Tenis Adidas;Thomasina Kopple;feminino;credito
640;Caxias do Sul;Mateus Kienzle;Tenis Fila;Harry Love;masculino;credito
641;Canoas;Luis Fernando;Tenis Fila;Ralph Baker;masculino;credito
642;Canoas;Carlos Henrique;Tenis Adidas;Malcolm Isacs;masculino;credito
643;Lajeado;Adriano Soares;Tenis NB;Fred Curley;masculino;credito
644;Canoas;Luis Fernando;Tenis Fila;Michael Perkins;masculino;credito
645;Lajeado;Juliano Faccioni;Tenis Nike;Stewart Chapman;masculino;credito
646;Florianópolis;Mario Sérgio;Tenis Adidas;Robert Davis;masculino;credito
647;Lajeado;Juliano Faccioni;Tenis Nike;Madeline Hapke;feminino;credito
648;Florianópolis;Mario Sérgio;Tenis NB;Guillermo Cruz;masculino;boleto
649;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Margarita Whitehouse;feminino;pix
650;Florianópolis;Claudia dos Santos;Tenis Adidas;Thomas Rasmussen;masculino;pix
651;Caxias do Sul;Mateus Kienzle;Tenis Fila;Marcella Arnold;feminino;credito
652;Florianópolis;Mario Sérgio;Tenis NB;Christina Church;feminino;boleto
653;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Quyen Gray;feminino;boleto
654;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Sharon Page;feminino;pix
655;Porto Alegre;Luiza Cherobini;Tenis Fila;Carolyn Burwood;feminino;credito
656;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Yvonne Holder;feminino;credito
657;Florianópolis;Claudia dos Santos;Tenis Fila;John Phillips;masculino;credito
658;Canoas;Luis Fernando;Tenis Fila;Sandra Ward;feminino;credito
659;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Frances Provost;feminino;boleto
660;São Paulo;Claudio Bueno;Tenis Nike;Diann Akers;feminino;credito
661;Porto Alegre;Luiza Cherobini;Tenis Nike;Jessica Smith;feminino;credito
